,accession,hit_id,hit_def,expect,score,positives,gaps
366,7881,gnl|BL_ORD_ID|7881,gi|7297995|gb|AAF53237.1| (AE003638) CG5092 gene product [Drosophila melanogaster],0.0,4207.0,1332,130
628,12715,gnl|BL_ORD_ID|12715,gi|7303687|gb|AAF58737.1| (AE003828) Taf80 gene product [Drosophila melanogaster],4.52176e-21,237.0,141,61
626,4638,gnl|BL_ORD_ID|4638,gi|7294482|gb|AAF49825.1| (AE003538) CG10191 gene product [Drosophila melanogaster],1.21559e-21,237.0,145,52
953,5334,gnl|BL_ORD_ID|5334,gi|7293761|gb|AAF49129.1| (AE003516) CG8789 gene product [Drosophila melanogaster],3.12182e-20,236.0,117,13
951,10057,gnl|BL_ORD_ID|10057,gi|7300224|gb|AAF55388.1| (AE003716) CG5169 gene product [Drosophila melanogaster],2.42903e-20,236.0,122,22
1810,1561,gnl|BL_ORD_ID|1561,gi|7291558|gb|AAF46982.1| (AE003460) CG3502 gene product [Drosophila melanogaster],3.40648e-20,236.0,217,78
949,150,gnl|BL_ORD_ID|150,gi|7290147|gb|AAF45611.1| (AE003420) EG:8D8.5 gene product [Drosophila melanogaster],1.08791e-21,236.0,105,15
414,5698,gnl|BL_ORD_ID|5698,gi|7296165|gb|AAF51458.1| (AE003588) CG3561 gene product [Drosophila melanogaster],1.59792e-20,235.0,178,80
1281,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],3.82571e-21,235.0,167,27
80,11913,gnl|BL_ORD_ID|11913,gi|10726341|gb|AAG22125.1| (AE003781) Ef2b gene product [alt 1] [Drosophila melanogaster],2.44546e-20,234.0,91,15
955,4845,gnl|BL_ORD_ID|4845,gi|7294265|gb|AAF49616.1| (AE003530) CG6498 gene product [Drosophila melanogaster],7.73905e-20,234.0,141,54
952,9985,gnl|BL_ORD_ID|9985,gi|7300149|gb|AAF55316.1| (AE003713) CG14895 gene product [Drosophila melanogaster],3.09604e-20,234.0,128,18
81,11914,gnl|BL_ORD_ID|11914,gi|7302127|gb|AAF57226.1| (AE003781) Ef2b gene product [alt 2] [Drosophila melanogaster],2.75598e-20,234.0,91,15
608,11590,gnl|BL_ORD_ID|11590,gi|7301796|gb|AAF56906.1| (AE003770) CG7568 gene product [Drosophila melanogaster],5.45771e-21,234.0,152,73
600,13668,gnl|BL_ORD_ID|13668,gi|7302720|gb|AAF57798.1| (AE003802) CG10931 gene product [Drosophila melanogaster],1.02577e-21,234.0,131,52
1549,4892,gnl|BL_ORD_ID|4892,gi|7294217|gb|AAF49569.1| (AE003529) CG6114 gene product [Drosophila melanogaster],3.64301e-20,233.0,131,32
1282,6447,gnl|BL_ORD_ID|6447,gi|7296530|gb|AAF51814.1| (AE003597) Ddx1 gene product [Drosophila melanogaster],1.79729e-20,232.0,157,54
621,900,gnl|BL_ORD_ID|900,gi|7290895|gb|AAF46336.1| (AE003443) CG10763 gene product [Drosophila melanogaster],5.70776e-21,231.0,136,25
957,8653,gnl|BL_ORD_ID|8653,gi|7298927|gb|AAF54132.1| (AE003675) Pak gene product [alt 2] [Drosophila melanogaster],1.41372e-19,230.0,121,12
956,8654,gnl|BL_ORD_ID|8654,gi|7298926|gb|AAF54131.1| (AE003675) Pak gene product [alt 1] [Drosophila melanogaster],1.41372e-19,230.0,121,12
958,1775,gnl|BL_ORD_ID|1775,gi|7291778|gb|AAF47198.1| (AE003464) CG4527 gene product [Drosophila melanogaster],3.19223e-19,229.0,119,28
1136,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],1.25687e-19,228.0,164,69
959,10262,gnl|BL_ORD_ID|10262,gi|7300435|gb|AAF55592.1| (AE003723) CG7717 gene product [Drosophila melanogaster],3.52274e-19,228.0,129,28
415,12321,gnl|BL_ORD_ID|12321,gi|7304081|gb|AAF59119.1| (AE003838) BcDNA:GM05306 gene product [Drosophila melanogaster],2.52817e-19,227.0,104,28
954,6915,gnl|BL_ORD_ID|6915,gi|7297009|gb|AAF52279.1| (AE003611) CG7236 gene product [Drosophila melanogaster],7.62804e-20,227.0,125,55
1550,13189,gnl|BL_ORD_ID|13189,gi|7303211|gb|AAF58274.1| (AE003815) CG8485 gene product [Drosophila melanogaster],1.92043e-19,227.0,114,35
320,5698,gnl|BL_ORD_ID|5698,gi|7296165|gb|AAF51458.1| (AE003588) CG3561 gene product [Drosophila melanogaster],1.81295e-19,227.0,154,42
632,5136,gnl|BL_ORD_ID|5136,gi|7293972|gb|AAF49331.1| (AE003523) CG6322 gene product [Drosophila melanogaster],9.10233e-20,226.0,134,46
627,4638,gnl|BL_ORD_ID|4638,gi|7294482|gb|AAF49825.1| (AE003538) CG10191 gene product [Drosophila melanogaster],3.3439e-20,226.0,135,29
961,12542,gnl|BL_ORD_ID|12542,gi|7303860|gb|AAF58906.1| (AE003832) CG1776 gene product [Drosophila melanogaster],4.20357e-19,226.0,95,19
26,8611,gnl|BL_ORD_ID|8611,gi|7298752|gb|AAF53963.1| (AE003669) CG9253 gene product [Drosophila melanogaster],3.01564e-19,226.0,85,1
1553,8653,gnl|BL_ORD_ID|8653,gi|7298927|gb|AAF54132.1| (AE003675) Pak gene product [alt 2] [Drosophila melanogaster],2.49149e-19,225.0,110,34
1552,8654,gnl|BL_ORD_ID|8654,gi|7298926|gb|AAF54131.1| (AE003675) Pak gene product [alt 1] [Drosophila melanogaster],2.49149e-19,225.0,110,34
1135,6954,gnl|BL_ORD_ID|6954,gi|7297048|gb|AAF52317.1| (AE003612) eIF-4a gene product [Drosophila melanogaster],6.67586e-20,225.0,154,39
1453,5698,gnl|BL_ORD_ID|5698,gi|7296165|gb|AAF51458.1| (AE003588) CG3561 gene product [Drosophila melanogaster],1.91945e-19,225.0,177,40
1551,9639,gnl|BL_ORD_ID|9639,gi|7299793|gb|AAF54972.1| (AE003701) CG9374 gene product [Drosophila melanogaster],1.9543e-19,225.0,150,44
225,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],1.19135e-19,225.0,185,108
1341,6186,gnl|BL_ORD_ID|6186,gi|7295664|gb|AAF50970.1| (AE003575) CG2937 gene product [Drosophila melanogaster],2.44168e-21,225.0,90,31
1557,11771,gnl|BL_ORD_ID|11771,gi|7301980|gb|AAF57085.1| (AE003775) wts gene product [Drosophila melanogaster],5.12919e-19,224.0,120,52
42,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],3.06737e-19,224.0,164,65
1223,7134,gnl|BL_ORD_ID|7134,gi|7297230|gb|AAF52495.1| (AE003616) CG4567 gene product [Drosophila melanogaster],1.47074e-18,223.0,87,19
1556,14122,gnl|BL_ORD_ID|14122,gi|7304360|gb|AAF59390.1| (AE003846) CaMKII gene product [alt 3] [Drosophila melanogaster],3.53261e-19,222.0,129,27
1555,14123,gnl|BL_ORD_ID|14123,gi|7304358|gb|AAF59388.1| (AE003846) CaMKII gene product [alt 1] [Drosophila melanogaster],3.53261e-19,222.0,129,27
638,7938,gnl|BL_ORD_ID|7938,gi|7298053|gb|AAF53294.1| (AE003639) beta'Cop gene product [Drosophila melanogaster],4.09708e-19,222.0,85,10
1554,14124,gnl|BL_ORD_ID|14124,gi|7304359|gb|AAF59389.1| (AE003846) CaMKII gene product [alt 2] [Drosophila melanogaster],3.53261e-19,222.0,129,27
962,848,gnl|BL_ORD_ID|848,gi|7290841|gb|AAF46283.1| (AE003442) CG17256 gene product [Drosophila melanogaster],1.14897e-18,222.0,104,24
1848,6447,gnl|BL_ORD_ID|6447,gi|7296530|gb|AAF51814.1| (AE003597) Ddx1 gene product [Drosophila melanogaster],1.26429e-18,221.0,155,60
960,7971,gnl|BL_ORD_ID|7971,gi|7298087|gb|AAF53326.1| (AE003641) p38b gene product [Drosophila melanogaster],3.99901e-19,220.0,133,47
128,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],6.59461e-19,220.0,161,22
417,6447,gnl|BL_ORD_ID|6447,gi|7296530|gb|AAF51814.1| (AE003597) Ddx1 gene product [Drosophila melanogaster],2.3308e-18,219.0,186,62
1811,8136,gnl|BL_ORD_ID|8136,gi|7298258|gb|AAF53489.1| (AE003649) BG:DS00365.1 gene product [Drosophila melanogaster],2.43906e-18,219.0,217,76
1850,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],1.28571e-18,218.0,156,26
126,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],4.06051e-18,218.0,58,0
633,5136,gnl|BL_ORD_ID|5136,gi|7293972|gb|AAF49331.1| (AE003523) CG6322 gene product [Drosophila melanogaster],1.01154e-18,217.0,120,18
1558,9388,gnl|BL_ORD_ID|9388,gi|7299536|gb|AAF54723.1| (AE003693) aur gene product [Drosophila melanogaster],7.65152e-19,217.0,133,31
595,5619,gnl|BL_ORD_ID|5619,gi|7296245|gb|AAF51536.1| (AE003590) CG3436 gene product [alt 1] [Drosophila melanogaster],3.78278e-19,216.0,85,15
604,10532,gnl|BL_ORD_ID|10532,gi|7300706|gb|AAF55853.1| (AE003733) slmb gene product [Drosophila melanogaster],1.14612e-18,216.0,129,51
1559,9985,gnl|BL_ORD_ID|9985,gi|7300149|gb|AAF55316.1| (AE003713) CG14895 gene product [Drosophila melanogaster],2.49096e-18,216.0,114,33
963,10237,gnl|BL_ORD_ID|10237,gi|10726604|gb|AAF55567.2| (AE003722) fray gene product [Drosophila melanogaster],6.04441e-18,215.0,100,39
618,7207,gnl|BL_ORD_ID|7207,gi|7297305|gb|AAF52566.1| (AE003619) Rack1 gene product [Drosophila melanogaster],4.55673e-19,215.0,81,8
584,346,gnl|BL_ORD_ID|346,gi|7290331|gb|AAF45791.1| (AE003424) wds gene product [Drosophila melanogaster],7.59437e-19,215.0,109,43
1560,5567,gnl|BL_ORD_ID|5567,gi|7295638|gb|AAF50945.1| (AE003574) S6kII gene product [Drosophila melanogaster],7.65999e-18,214.0,119,32
965,356,gnl|BL_ORD_ID|356,gi|7290342|gb|AAF45801.1| (AE003425) sgg gene product [Drosophila melanogaster],1.47392e-17,214.0,122,52
629,12715,gnl|BL_ORD_ID|12715,gi|7303687|gb|AAF58737.1| (AE003828) Taf80 gene product [Drosophila melanogaster],4.18978e-18,213.0,130,65
596,5619,gnl|BL_ORD_ID|5619,gi|7296245|gb|AAF51536.1| (AE003590) CG3436 gene product [alt 1] [Drosophila melanogaster],1.14083e-18,213.0,141,68
134,4228,gnl|BL_ORD_ID|4228,gi|7294907|gb|AAF50237.1| (AE003551) CG3335 gene product [Drosophila melanogaster],2.5842e-18,213.0,104,10
966,3250,gnl|BL_ORD_ID|3250,gi|7293249|gb|AAF48631.1| (AE003502) Rhk gene product [Drosophila melanogaster],2.06946e-17,213.0,138,26
1454,6447,gnl|BL_ORD_ID|6447,gi|7296530|gb|AAF51814.1| (AE003597) Ddx1 gene product [Drosophila melanogaster],1.21806e-17,212.0,152,48
358,6447,gnl|BL_ORD_ID|6447,gi|7296530|gb|AAF51814.1| (AE003597) Ddx1 gene product [Drosophila melanogaster],1.39508e-17,212.0,158,48
634,5136,gnl|BL_ORD_ID|5136,gi|7293972|gb|AAF49331.1| (AE003523) CG6322 gene product [Drosophila melanogaster],5.48149e-18,211.0,127,36
495,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],3.07131e-18,211.0,108,34
457,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],3.07131e-18,211.0,108,34
967,9334,gnl|BL_ORD_ID|9334,gi|7299480|gb|AAF54668.1| (AE003692) CG17309 gene product [Drosophila melanogaster],3.62844e-17,210.0,128,34
1562,1775,gnl|BL_ORD_ID|1775,gi|7291778|gb|AAF47198.1| (AE003464) CG4527 gene product [Drosophila melanogaster],2.72587e-17,210.0,112,41
969,8625,gnl|BL_ORD_ID|8625,gi|10728909|gb|AAF53977.2| (AE003669) Ret gene product [Drosophila melanogaster],5.04481e-17,209.0,108,26
82,7134,gnl|BL_ORD_ID|7134,gi|7297230|gb|AAF52495.1| (AE003616) CG4567 gene product [Drosophila melanogaster],2.68603e-17,209.0,75,12
385,11257,gnl|BL_ORD_ID|11257,gi|7301451|gb|AAF56576.1| (AE003755) CG6073 gene product [Drosophila melanogaster],1.05152e-18,209.0,112,17
964,576,gnl|BL_ORD_ID|576,gi|7290565|gb|AAF46016.1| (AE003433) Cdk7 gene product [Drosophila melanogaster],9.19048e-18,209.0,123,41
597,5619,gnl|BL_ORD_ID|5619,gi|7296245|gb|AAF51536.1| (AE003590) CG3436 gene product [alt 1] [Drosophila melanogaster],4.70017e-18,208.0,127,55
643,7652,gnl|BL_ORD_ID|7652,gi|7297759|gb|AAF53009.1| (AE003630) CG6724 gene product [Drosophila melanogaster],9.45807e-18,208.0,143,86
971,908,gnl|BL_ORD_ID|908,gi|7290903|gb|AAF46344.1| (AE003443) CG2272 gene product [Drosophila melanogaster],6.96939e-17,208.0,134,50
647,13783,gnl|BL_ORD_ID|13783,gi|7302600|gb|AAF57681.1| (AE003799) BcDNA:GH04922 gene product [Drosophila melanogaster],2.67443e-17,208.0,113,25
1563,5334,gnl|BL_ORD_ID|5334,gi|7293761|gb|AAF49129.1| (AE003516) CG8789 gene product [Drosophila melanogaster],3.44395e-17,208.0,80,8
28,4333,gnl|BL_ORD_ID|4333,gi|7294797|gb|AAF50131.1| (AE003547) CG6418 gene product [alt 2] [Drosophila melanogaster],9.97813e-17,207.0,76,3
970,3506,gnl|BL_ORD_ID|3506,gi|7293512|gb|AAF48886.1| (AE003510) Bin4 gene product [Drosophila melanogaster],5.6949e-17,206.0,135,38
968,10601,gnl|BL_ORD_ID|10601,gi|7300778|gb|AAF55922.1| (AE003736) Caki gene product [Drosophila melanogaster],4.32534e-17,206.0,126,32
973,5466,gnl|BL_ORD_ID|5466,gi|7295585|gb|AAF50895.1| (AE003571) CG18492 gene product [Drosophila melanogaster],9.11613e-17,206.0,104,31
360,5163,gnl|BL_ORD_ID|5163,gi|7293941|gb|AAF49303.1| (AE003522) CG5589 gene product [Drosophila melanogaster],9.49579e-17,205.0,87,9
578,6447,gnl|BL_ORD_ID|6447,gi|7296530|gb|AAF51814.1| (AE003597) Ddx1 gene product [Drosophila melanogaster],6.56306e-17,205.0,142,59
226,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],1.77041e-17,205.0,168,44
1565,5734,gnl|BL_ORD_ID|5734,gi|7296128|gb|AAF51422.1| (AE003587) CG4629 gene product [Drosophila melanogaster],4.57791e-17,205.0,110,33
24,3064,gnl|BL_ORD_ID|3064,gi|7293060|gb|AAF48446.1| (AE003498) CG6227 gene product [Drosophila melanogaster],2.59961e-16,204.0,65,0
1885,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],7.66021e-17,204.0,56,4
1564,14078,gnl|BL_ORD_ID|14078,gi|7304311|gb|AAF59343.1| (AE003844) CaMKI gene product [alt 2] [Drosophila melanogaster],3.90974e-17,204.0,114,20
1336,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],1.63359e-17,204.0,154,28
1566,9945,gnl|BL_ORD_ID|9945,gi|7300106|gb|AAF55275.1| (AE003711) Akt1 gene product [alt 2] [Drosophila melanogaster],8.13789e-17,203.0,117,31
1567,9944,gnl|BL_ORD_ID|9944,gi|7300107|gb|AAF55276.1| (AE003711) Akt1 gene product [alt 1] [Drosophila melanogaster],8.13789e-17,203.0,117,31
630,12715,gnl|BL_ORD_ID|12715,gi|7303687|gb|AAF58737.1| (AE003828) Taf80 gene product [Drosophila melanogaster],7.1515e-17,203.0,80,10
644,7652,gnl|BL_ORD_ID|7652,gi|7297759|gb|AAF53009.1| (AE003630) CG6724 gene product [Drosophila melanogaster],4.02151e-17,203.0,142,36
972,1047,gnl|BL_ORD_ID|1047,gi|7291043|gb|AAF46481.1| (AE003446) CG2309 gene product [Drosophila melanogaster],7.56343e-17,203.0,103,31
657,10958,gnl|BL_ORD_ID|10958,gi|7301145|gb|AAF56278.1| (AE003747) CG6400 gene product [Drosophila melanogaster],9.89558e-17,203.0,171,60
976,5360,gnl|BL_ORD_ID|5360,gi|7293735|gb|AAF49104.1| (AE003515) trc gene product [Drosophila melanogaster],1.68005e-16,202.0,108,55
619,7207,gnl|BL_ORD_ID|7207,gi|7297305|gb|AAF52566.1| (AE003619) Rack1 gene product [Drosophila melanogaster],1.68301e-17,202.0,142,32
239,12653,gnl|BL_ORD_ID|12653,gi|7303750|gb|AAF58799.1| (AE003829) CG11765 gene product [Drosophila melanogaster],1.00605e-19,202.0,87,23
240,12655,gnl|BL_ORD_ID|12655,gi|7303748|gb|AAF58797.1| (AE003829) CG12405 gene product [Drosophila melanogaster],1.34798e-19,201.0,87,23
83,11453,gnl|BL_ORD_ID|11453,gi|7301652|gb|AAF56769.1| (AE003763) CG4849 gene product [Drosophila melanogaster],2.57959e-16,201.0,90,3
1104,6339,gnl|BL_ORD_ID|6339,gi|7296422|gb|AAF51709.1| (AE003594) CG7338 gene product [Drosophila melanogaster],7.9166e-16,201.0,156,45
1207,4334,gnl|BL_ORD_ID|4334,gi|7294798|gb|AAF50132.1| (AE003547) CG6418 gene product [alt 1] [Drosophila melanogaster],3.54688e-17,201.0,62,1
979,5036,gnl|BL_ORD_ID|5036,gi|7294076|gb|AAF49431.1| (AE003526) Abl gene product [Drosophila melanogaster],5.2561e-16,201.0,122,35
609,11590,gnl|BL_ORD_ID|11590,gi|7301796|gb|AAF56906.1| (AE003770) CG7568 gene product [Drosophila melanogaster],1.01642e-16,200.0,98,15
1137,6897,gnl|BL_ORD_ID|6897,gi|7296990|gb|AAF52261.1| (AE003610) Hel25E gene product [Drosophila melanogaster],1.34235e-16,200.0,152,45
981,6368,gnl|BL_ORD_ID|6368,gi|7296451|gb|AAF51738.1| (AE003594) CG7597 gene product [Drosophila melanogaster],6.68659e-16,200.0,91,25
1208,9355,gnl|BL_ORD_ID|9355,gi|7299503|gb|AAF54691.1| (AE003692) blm gene product [Drosophila melanogaster],3.23059e-16,200.0,144,52
1812,10793,gnl|BL_ORD_ID|10793,gi|7300975|gb|AAF56113.1| (AE003742) CG4467 gene product [Drosophila melanogaster],1.05061e-15,199.0,113,20
661,6723,gnl|BL_ORD_ID|6723,gi|7296695|gb|AAF51974.1| (AE003602) CG1109 gene product [Drosophila melanogaster],1.21321e-16,199.0,116,54
975,10477,gnl|BL_ORD_ID|10477,gi|7300650|gb|AAF55799.1| (AE003731) cdc2c gene product [Drosophila melanogaster],1.13444e-16,199.0,125,49
1143,5321,gnl|BL_ORD_ID|5321,gi|7293774|gb|AAF49142.1| (AE003516) CG9330 gene product [Drosophila melanogaster],9.69678e-16,199.0,89,7
418,7524,gnl|BL_ORD_ID|7524,gi|7297629|gb|AAF52881.1| (AE003628) me31B gene product [Drosophila melanogaster],3.51501e-16,198.0,106,30
978,7526,gnl|BL_ORD_ID|7526,gi|7297631|gb|AAF52883.1| (AE003628) bsk gene product [alt 1] [Drosophila melanogaster],2.84562e-16,198.0,124,64
974,7575,gnl|BL_ORD_ID|7575,gi|7297680|gb|AAF52932.1| (AE003628) cdc2 gene product [Drosophila melanogaster],1.13221e-16,198.0,133,47
977,7527,gnl|BL_ORD_ID|7527,gi|7297632|gb|AAF52884.1| (AE003628) bsk gene product [alt 2] [Drosophila melanogaster],2.84562e-16,198.0,124,64
669,12770,gnl|BL_ORD_ID|12770,gi|7303631|gb|AAF58683.1| (AE003826) CG9062 gene product [Drosophila melanogaster],2.99431e-16,198.0,115,14
631,12715,gnl|BL_ORD_ID|12715,gi|7303687|gb|AAF58737.1| (AE003828) Taf80 gene product [Drosophila melanogaster],2.76925e-16,198.0,96,14
1568,7971,gnl|BL_ORD_ID|7971,gi|7298087|gb|AAF53326.1| (AE003641) p38b gene product [Drosophila melanogaster],1.42846e-16,198.0,100,30
674,10798,gnl|BL_ORD_ID|10798,gi|7300980|gb|AAF56118.1| (AE003742) CG4448 gene product [Drosophila melanogaster],4.3889e-16,197.0,105,42
1569,10924,gnl|BL_ORD_ID|10924,gi|7301110|gb|AAF56244.1| (AE003746) Mpk2 gene product [Drosophila melanogaster],2.05591e-16,197.0,95,28
664,10225,gnl|BL_ORD_ID|10225,gi|7300397|gb|AAF55555.1| (AE003722) CG12333 gene product [Drosophila melanogaster],2.86836e-16,197.0,128,71
654,13270,gnl|BL_ORD_ID|13270,gi|7303130|gb|AAF58195.1| (AE003813) CG12797 gene product [Drosophila melanogaster],9.65316e-17,197.0,142,82
34,7524,gnl|BL_ORD_ID|7524,gi|7297629|gb|AAF52881.1| (AE003628) me31B gene product [Drosophila melanogaster],7.07727e-16,197.0,69,3
1570,3968,gnl|BL_ORD_ID|3968,gi|7295173|gb|AAF50497.1| (AE003557) nmo gene product [Drosophila melanogaster],3.79653e-16,197.0,131,44
1575,6368,gnl|BL_ORD_ID|6368,gi|7296451|gb|AAF51738.1| (AE003594) CG7597 gene product [Drosophila melanogaster],1.24737e-15,196.0,95,36
1576,10262,gnl|BL_ORD_ID|10262,gi|7300435|gb|AAF55592.1| (AE003723) CG7717 gene product [Drosophila melanogaster],1.68219e-15,195.0,98,16
1151,3111,gnl|BL_ORD_ID|3111,gi|7293109|gb|AAF48493.1| (AE003500) CG9281 gene product [Drosophila melanogaster],2.13984e-15,195.0,55,4
980,10924,gnl|BL_ORD_ID|10924,gi|7301110|gb|AAF56244.1| (AE003746) Mpk2 gene product [Drosophila melanogaster],5.76742e-16,195.0,139,51
982,10161,gnl|BL_ORD_ID|10161,gi|7300329|gb|AAF55489.1| (AE003720) htl gene product [alt 1] [Drosophila melanogaster],2.29985e-15,195.0,116,46
983,10160,gnl|BL_ORD_ID|10160,gi|7300330|gb|AAF55490.1| (AE003720) htl gene product [alt 2] [Drosophila melanogaster],2.29985e-15,195.0,116,46
1574,6263,gnl|BL_ORD_ID|6263,gi|7296346|gb|AAF51635.1| (AE003592) Pitslre gene product [Drosophila melanogaster],1.18616e-15,195.0,82,15
984,3593,gnl|BL_ORD_ID|3593,gi|7293601|gb|AAF48973.1| (AE003512) CG14217 gene product [Drosophila melanogaster],2.60652e-15,195.0,94,20
623,2744,gnl|BL_ORD_ID|2744,gi|7292737|gb|AAF48133.1| (AE003488) CG1796 gene product [Drosophila melanogaster],5.49676e-16,194.0,74,3
1571,12600,gnl|BL_ORD_ID|12600,gi|7303804|gb|AAF58851.1| (AE003831) cdc2rk gene product [Drosophila melanogaster],5.27907e-16,194.0,102,25
987,451,gnl|BL_ORD_ID|451,gi|7290437|gb|AAF45893.1| (AE003428) BcDNA:GH07910 gene product [alt 2] [Drosophila melanogaster],3.97074e-15,194.0,97,26
1578,11024,gnl|BL_ORD_ID|11024,gi|7301213|gb|AAF56344.1| (AE003749) CG10951 gene product [Drosophila melanogaster],2.3112e-15,193.0,99,23
662,6723,gnl|BL_ORD_ID|6723,gi|7296695|gb|AAF51974.1| (AE003602) CG1109 gene product [Drosophila melanogaster],7.62941e-16,193.0,80,14
988,450,gnl|BL_ORD_ID|450,gi|7290436|gb|AAF45892.1| (AE003428) BcDNA:GH07910 gene product [alt 1] [Drosophila melanogaster],4.49205e-15,193.0,97,26
985,9936,gnl|BL_ORD_ID|9936,gi|7300098|gb|AAF55267.1| (AE003711) IKK gene product [Drosophila melanogaster],3.20241e-15,193.0,114,19
1790,12423,gnl|BL_ORD_ID|12423,gi|7303975|gb|AAF59018.1| (AE003835) CG8232 gene product [Drosophila melanogaster],2.19989e-16,192.0,105,41
986,13924,gnl|BL_ORD_ID|13924,gi|7302458|gb|AAF57543.1| (AE003795) CG11228 gene product [Drosophila melanogaster],3.72412e-15,192.0,141,36
992,11024,gnl|BL_ORD_ID|11024,gi|7301213|gb|AAF56344.1| (AE003749) CG10951 gene product [Drosophila melanogaster],5.14923e-15,192.0,77,6
587,13415,gnl|BL_ORD_ID|13415,gi|7302980|gb|AAF58050.1| (AE003808) Lis1 gene product [Drosophila melanogaster],7.55628e-16,192.0,91,6
38,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],7.82304e-15,192.0,53,0
1584,4845,gnl|BL_ORD_ID|4845,gi|7294265|gb|AAF49616.1| (AE003530) CG6498 gene product [Drosophila melanogaster],4.31672e-15,192.0,116,34
135,698,gnl|BL_ORD_ID|698,gi|7290689|gb|AAF46136.1| (AE003437) Spx gene product [Drosophila melanogaster],3.54057e-16,191.0,92,13
686,2118,gnl|BL_ORD_ID|2118,gi|7292122|gb|AAF47534.1| (AE003472) alphaCop gene product [alt 1] [Drosophila melanogaster],2.98205e-15,191.0,126,25
991,2378,gnl|BL_ORD_ID|2378,gi|10727272|gb|AAG22238.1| (AE003478) Eip63E gene product [alt 1] [Drosophila melanogaster],4.52085e-15,191.0,106,25
990,2379,gnl|BL_ORD_ID|2379,gi|7292375|gb|AAF47781.1| (AE003478) Eip63E gene product [alt 3] [Drosophila melanogaster],4.52085e-15,191.0,106,25
989,2380,gnl|BL_ORD_ID|2380,gi|10727273|gb|AAG22239.1| (AE003478) Eip63E gene product [alt 2] [Drosophila melanogaster],4.52085e-15,191.0,106,25
691,2117,gnl|BL_ORD_ID|2117,gi|7292123|gb|AAF47535.1| (AE003472) alphaCop gene product [alt 2] [Drosophila melanogaster],2.98205e-15,191.0,126,25
458,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],1.115e-15,191.0,55,0
496,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],1.115e-15,191.0,55,0
1420,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],4.07836e-15,191.0,57,1
1572,10477,gnl|BL_ORD_ID|10477,gi|7300650|gb|AAF55799.1| (AE003731) cdc2c gene product [Drosophila melanogaster],8.09914e-16,190.0,124,37
1573,576,gnl|BL_ORD_ID|576,gi|7290565|gb|AAF46016.1| (AE003433) Cdk7 gene product [Drosophila melanogaster],1.18268e-15,190.0,93,13
362,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],3.00415e-15,190.0,170,69
1582,3717,gnl|BL_ORD_ID|3717,gi|7295426|gb|AAF50742.1| (AE003565) S6k gene product [Drosophila melanogaster],2.82055e-15,190.0,104,20
1583,6367,gnl|BL_ORD_ID|6367,gi|7296450|gb|AAF51737.1| (AE003594) SAK gene product [Drosophila melanogaster],4.25275e-15,190.0,111,19
1579,1444,gnl|BL_ORD_ID|1444,gi|7291442|gb|AAF46868.1| (AE003458) Cdk9 gene product [Drosophila melanogaster],2.48401e-15,189.0,96,21
1585,2687,gnl|BL_ORD_ID|2687,gi|7292679|gb|AAF48077.1| (AE003486) PhKgamma gene product [alt 1] [Drosophila melanogaster],4.64021e-15,189.0,127,41
